"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
18902,"農地","","31386","鳥取県","西伯郡大山町","押平","","",1200000,"","","1500",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18903,"農地","","31386","鳥取県","西伯郡大山町","加茂","","",810000,"","","3200",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18904,"農地","","31386","鳥取県","西伯郡大山町","加茂","","",510000,"","","2000",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18905,"農地","","31386","鳥取県","西伯郡大山町","加茂","","",530000,"","","2100",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18906,"農地","","31386","鳥取県","西伯郡大山町","加茂","","",650000,"","","2600",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18907,"農地","","31386","鳥取県","西伯郡大山町","國信","","",2600000,"","","145",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18908,"農地","","31386","鳥取県","西伯郡大山町","古御堂","","",1600000,"","","2700",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18909,"農地","","31386","鳥取県","西伯郡大山町","古御堂","","",1600000,"","","2700",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18910,"農地","","31386","鳥取県","西伯郡大山町","塩津","","",1500000,"","","2900",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18911,"林地","","31386","鳥取県","西伯郡大山町","下市","","",130000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18912,"農地","","31386","鳥取県","西伯郡大山町","下甲","","",1500000,"","","3100",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18913,"農地","","31386","鳥取県","西伯郡大山町","荘田","","",1400000,"","","3000",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18914,"農地","","31386","鳥取県","西伯郡大山町","荘田","","",1400000,"","","3000",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18915,"林地","","31386","鳥取県","西伯郡大山町","上萬","","",230000,"","","460",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18916,"農地","","31386","鳥取県","西伯郡大山町","上萬","","",280000,"","","380",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18917,"農地","","31386","鳥取県","西伯郡大山町","上萬","","",5000,"","","135",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18918,"農地","","31386","鳥取県","西伯郡大山町","上萬","","",520000,"","","740",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18919,"農地","","31386","鳥取県","西伯郡大山町","末長","","",13000000,"","","1800",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18920,"農地","","31386","鳥取県","西伯郡大山町","末長","","",300000,"","","600",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18921,"農地","","31386","鳥取県","西伯郡大山町","末長","","",3800000,"","","110",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18922,"農地","","31386","鳥取県","西伯郡大山町","末吉","","",40000,"","","260",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18923,"農地","","31386","鳥取県","西伯郡大山町","末吉","","",660000,"","","1100",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18924,"農地","","31386","鳥取県","西伯郡大山町","住吉","","",170000,"","","170",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18925,"林地","","31386","鳥取県","西伯郡大山町","大山","","",250000,"","","175",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18926,"農地","","31386","鳥取県","西伯郡大山町","大山","","",200000,"","","145",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18927,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","高田","大山口","30分?60分",8500000,"","","760",,"ほぼ台形","20.0","130","平成2年","木造","住宅","","","",,"都市計画区域外",,,"平成20年第４四半期","",""
18928,"林地","","31386","鳥取県","西伯郡大山町","高田","","",230000,"","","120",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18929,"農地","","31386","鳥取県","西伯郡大山町","高田","","",2700000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18930,"農地","","31386","鳥取県","西伯郡大山町","高田","","",1300000,"","","2300",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18931,"農地","","31386","鳥取県","西伯郡大山町","高田","","",1000000,"","","2300",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18932,"農地","","31386","鳥取県","西伯郡大山町","高田","","",150000,"","","510",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18933,"農地","","31386","鳥取県","西伯郡大山町","高田","","",300000,"","","970",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18934,"農地","","31386","鳥取県","西伯郡大山町","高田","","",300000,"","","970",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18935,"農地","","31386","鳥取県","西伯郡大山町","高田","","",600000,"","","2200",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18936,"農地","","31386","鳥取県","西伯郡大山町","高田","","",180000,"","","810",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18937,"農地","","31386","鳥取県","西伯郡大山町","高田","","",480000,"","","960",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18938,"農地","","31386","鳥取県","西伯郡大山町","高田","","",510000,"","","1400",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18939,"農地","","31386","鳥取県","西伯郡大山町","高田","","",500000,"","","1400",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18940,"農地","","31386","鳥取県","西伯郡大山町","高田","","",600000,"","","1100",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18941,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","鈑戸","大山口","2H?",9800000,"","","510",,"ほぼ整形","12.0","135","平成3年","木造","住宅","","南","道路",5.0,"都市計画区域外",,,"平成20年第３四半期","",""
18942,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",370000,"","","750",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18943,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",550000,"","","1100",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18944,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",210000,"","","410",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18945,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",220000,"","","440",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18946,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",310000,"","","630",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18947,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",80000,"","","290",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18948,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",13000,"","","260",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18949,"農地","","31386","鳥取県","西伯郡大山町","鈑戸","","",610000,"","","1200",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18950,"農地","","31386","鳥取県","西伯郡大山町","茶畑","","",1600000,"","","220",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18951,"農地","","31386","鳥取県","西伯郡大山町","茶畑","","",1000000,"","","120",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18952,"農地","","31386","鳥取県","西伯郡大山町","束積","","",1600000,"","","2300",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18953,"農地","","31386","鳥取県","西伯郡大山町","唐王","","",1500000,"","","1800",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18954,"農地","","31386","鳥取県","西伯郡大山町","唐王","","",15000000,"","","1800",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18955,"農地","","31386","鳥取県","西伯郡大山町","唐王","","",2000000,"","","2000",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18956,"農地","","31386","鳥取県","西伯郡大山町","所子","","",1200000,"","","1600",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18957,"林地","","31386","鳥取県","西伯郡大山町","所子","","",15000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18958,"林地","","31386","鳥取県","西伯郡大山町","所子","","",28000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18959,"林地","","31386","鳥取県","西伯郡大山町","所子","","",16000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18960,"林地","","31386","鳥取県","西伯郡大山町","所子","","",1200000,"","","600",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18961,"林地","","31386","鳥取県","西伯郡大山町","所子","","",2600000,"","","1300",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18962,"林地","","31386","鳥取県","西伯郡大山町","所子","","",1900000,"","","1000",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18963,"林地","","31386","鳥取県","西伯郡大山町","所子","","",1000000,"","","520",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18964,"農地","","31386","鳥取県","西伯郡大山町","所子","","",2400000,"","","95",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18965,"農地","","31386","鳥取県","西伯郡大山町","殿河内","","",310000,"","","1500",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18966,"農地","","31386","鳥取県","西伯郡大山町","殿河内","","",200000,"","","980",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18967,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","富長","名和(鳥取)","16",6400000,"","","560",,"ほぼ整形","10.0","115","平成5年","木造","住宅","","南東","国道",11.0,"都市計画区域外",,,"平成20年第２四半期","",""
18968,"農地","","31386","鳥取県","西伯郡大山町","富長","","",400000,"","","470",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18969,"農地","","31386","鳥取県","西伯郡大山町","富長","","",400000,"","","470",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18970,"林地","","31386","鳥取県","西伯郡大山町","豊房","","",2300000,"","","330",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18971,"林地","","31386","鳥取県","西伯郡大山町","豊房","","",2300000,"","","330",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18972,"農地","","31386","鳥取県","西伯郡大山町","豊房","","",1500000,"","","4200",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18973,"農地","","31386","鳥取県","西伯郡大山町","豊房","","",1500000,"","","4200",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18974,"農地","","31386","鳥取県","西伯郡大山町","長野","","",500000,"","","190",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18975,"農地","","31386","鳥取県","西伯郡大山町","長野","","",500000,"","","190",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18976,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","名和","名和(鳥取)","13",4200000,"","","210",,"不整形","15.0","130","昭和47年","木造","住宅","","","",,"都市計画区域外",,,"平成20年第４四半期","",""
18977,"宅地(土地)","住宅地","31386","鳥取県","西伯郡大山町","名和","名和(鳥取)","8",1800000,"27000","","220",8100,"不整形","","","","","","","","",,"都市計画区域外",,,"平成19年第３四半期","",""
18978,"宅地(土地)","住宅地","31386","鳥取県","西伯郡大山町","名和","御来屋","17",4400000,"50000","","290",15000,"ほぼ長方形","10.0","","","","","","北西","県道",11.4,"都市計画区域外",,,"平成20年第４四半期","",""
18979,"農地","","31386","鳥取県","西伯郡大山町","名和","","",35000000,"","","2300",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18980,"農地","","31386","鳥取県","西伯郡大山町","名和","","",15000000,"","","155",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18981,"林地","","31386","鳥取県","西伯郡大山町","名和","","",4000000,"","","4400",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18982,"農地","","31386","鳥取県","西伯郡大山町","名和","","",300000,"","","360",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18983,"林地","","31386","鳥取県","西伯郡大山町","名和","","",75000,"","","490",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18984,"農地","","31386","鳥取県","西伯郡大山町","名和","","",1700000,"","","3100",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18985,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","西坪","御来屋","10",7900000,"","","310",,"長方形","20.0","155","平成10年","木造","住宅","","西","町道",15.1,"都市計画区域外",,,"平成20年第４四半期","",""
18986,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","野田","大山口","23",6300000,"","","460",,"ほぼ整形","21.0","230","平成8年","木造","住宅","","南東","県道",10.5,"都市計画区域外",,,"平成20年第４四半期","","調停・競売等"
18987,"宅地(土地)","住宅地","31386","鳥取県","西伯郡大山町","野田","大山口","30分?60分",1700000,"26000","","210",7900,"不整形","15.0","","","","","","","",,"都市計画区域外",,,"平成20年第２四半期","",""
18988,"農地","","31386","鳥取県","西伯郡大山町","羽田井","","",780000,"","","860",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18989,"農地","","31386","鳥取県","西伯郡大山町","羽田井","","",830000,"","","2400",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18990,"宅地(土地)","住宅地","31386","鳥取県","西伯郡大山町","東坪","御来屋","16",550000,"28000","","65",8400,"ほぼ整形","32.0","","","","","","北","町道",5.0,"都市計画区域外",,,"平成19年第４四半期","",""
18991,"農地","","31386","鳥取県","西伯郡大山町","東坪","","",500000,"","","890",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18992,"農地","","31386","鳥取県","西伯郡大山町","樋口","","",1100000,"","","760",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18993,"農地","","31386","鳥取県","西伯郡大山町","平田","","",1800000,"","","2900",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18994,"林地","","31386","鳥取県","西伯郡大山町","福尾","","",1200000,"","","1200",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18995,"農地","","31386","鳥取県","西伯郡大山町","前","","",900000,"","","910",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18996,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","御来屋","名和(鳥取)","4",9300000,"","","240",,"ほぼ台形","13.0","100","昭和43年","木造","住宅","","","",,"都市計画区域外",,,"平成20年第４四半期","",""
18997,"宅地(土地と建物)","住宅地","31386","鳥取県","西伯郡大山町","御来屋","名和(鳥取)","5",1000000,"","","240",,"ほぼ台形","15.0","100","昭和43年","木造","住宅","","北西","町道",3.0,"都市計画区域外",,,"平成20年第３四半期","","調停・競売等"
18998,"宅地(土地)","住宅地","31386","鳥取県","西伯郡大山町","御来屋","御来屋","4",48000000,"58000","","2000㎡以上",18000,"不整形","50.0m以上","","","","","","北西","国道",18.0,"都市計画区域外",,,"平成20年第４四半期","",""
18999,"宅地(土地)","住宅地","31386","鳥取県","西伯郡大山町","御来屋","御来屋","3",3700000,"39000","","310",12000,"不整形","30.0","","","","","","南","県道",13.0,"都市計画区域外",,,"平成19年第４四半期","",""
19000,"林地","","31386","鳥取県","西伯郡大山町","門前","","",700000,"","","2900",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19001,"農地","","31386","鳥取県","西伯郡大山町","保田","","",3000000,"","","3000",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19002,"農地","","31386","鳥取県","西伯郡大山町","安原","","",1000000,"","","330",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
19003,"農地","","31389","鳥取県","西伯郡南部町","阿賀","","",300000,"","","230",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19004,"農地","","31389","鳥取県","西伯郡南部町","猪小路","","",5200,"","","150",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19005,"林地","","31389","鳥取県","西伯郡南部町","大木屋","","",40000,"","","3700",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19006,"農地","","31389","鳥取県","西伯郡南部町","大木屋","","",4700000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
19007,"農地","","31389","鳥取県","西伯郡南部町","金田","","",150000,"","","650",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19008,"農地","","31389","鳥取県","西伯郡南部町","金田","","",400,"","","300",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19009,"農地","","31389","鳥取県","西伯郡南部町","鴨部","","",1000000,"","","330",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19010,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","絹屋","米子","2H?",180000,"6900","","90",2100,"不整形","47.0","","","","","","南","町道",7.0,"都市計画区域外",,,"平成19年第３四半期","",""
19011,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","絹屋","米子","2H?",230000,"6900","","110",2100,"不整形","50.0m以上","","","","","","南","町道",7.0,"都市計画区域外",,,"平成19年第３四半期","",""
19012,"農地","","31389","鳥取県","西伯郡南部町","境","","",150000,"","","1100",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
19013,"農地","","31389","鳥取県","西伯郡南部町","境","","",350000,"","","195",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19014,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","清水川","米子","1H30?2H",7900000,"78000","","330",24000,"ほぼ長方形","18.5","","","","","","","",,"都市計画区域外",,,"平成20年第１四半期","",""
19015,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","清水川","米子","1H30?2H",7600000,"83000","","300",25000,"ほぼ長方形","16.5","","","","","","","",,"都市計画区域外",,,"平成19年第３四半期","",""
19016,"農地","","31389","鳥取県","西伯郡南部町","下中谷","","",590000,"","","2000",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19017,"農地","","31389","鳥取県","西伯郡南部町","下中谷","","",230000,"","","780",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19018,"農地","","31389","鳥取県","西伯郡南部町","下中谷","","",510000,"","","1900",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19019,"農地","","31389","鳥取県","西伯郡南部町","下中谷","","",190000,"","","630",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19020,"農地","","31389","鳥取県","西伯郡南部町","高姫","","",140000,"","","180",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
19021,"林地","","31389","鳥取県","西伯郡南部町","田住","","",400000,"","","1300",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
19022,"農地","","31389","鳥取県","西伯郡南部町","田住","","",1200000,"","","1500",,"","","","","","","","","",,"",,,"平成19年第１四半期","",""
19023,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","寺内","米子","1H30?2H",1200000,"30000","","130",9100,"ほぼ台形","11.5","","","","","","北西","道路",1.8,"都市計画区域外",,,"平成20年第３四半期","",""
19024,"農地","","31389","鳥取県","西伯郡南部町","天萬","","",500000,"","","1400",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19025,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","西町","米子","1H30?2H",4100000,"50000","","270",15000,"ほぼ正方形","16.5","","","","","","","",,"都市計画区域外",,,"平成20年第３四半期","",""
19026,"宅地(土地と建物)","住宅地","31389","鳥取県","西伯郡南部町","原","米子","2H?",26000000,"","","310",,"長方形","24.0","120","平成21年","木造","住宅","","南","町道",6.0,"都市計画区域外",,,"平成20年第４四半期","",""
19027,"宅地(土地と建物)","住宅地","31389","鳥取県","西伯郡南部町","原","米子","2H?",20000000,"","","560",,"ほぼ長方形","","175","平成12年","木造","住宅","","南西","町道",6.0,"都市計画区域外",,,"平成20年第３四半期","",""
19028,"宅地(土地と建物)","住宅地","31389","鳥取県","西伯郡南部町","原","米子","2H?",14000000,"","","560",,"ほぼ長方形","","175","平成12年","木造","住宅","","","",,"都市計画区域外",,,"平成19年第４四半期","","調停・競売等"
19029,"宅地(土地と建物)","住宅地","31389","鳥取県","西伯郡南部町","原","米子","2H?",17000000,"","","180",,"ほぼ長方形","16.5","85","平成20年","木造","住宅","","北","町道",6.0,"都市計画区域外",,,"平成19年第４四半期","",""
19030,"農地","","31389","鳥取県","西伯郡南部町","原","","",910000,"","","300",,"","","","","","","","","",,"",,,"平成18年第４四半期","",""
19031,"農地","","31389","鳥取県","西伯郡南部町","原","","",970000,"","","320",,"","","","","","","","","",,"",,,"平成18年第４四半期","",""
19032,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","東町","米子","1H?1H30",5000000,"79000","","210",24000,"ほぼ台形","17.0","","","","","","","",,"都市計画区域外",,,"平成20年第４四半期","",""
19033,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","東町","米子","1H30?2H",7100000,"63000","","370",19000,"ほぼ整形","18.0","","","","","","","",,"都市計画区域外",,,"平成20年第３四半期","",""
19034,"宅地(土地と建物)","住宅地","31389","鳥取県","西伯郡南部町","東町","米子","1H?1H30",8900000,"","","250",,"ほぼ長方形","12.5","135","昭和47年","木造","住宅","","","",,"都市計画区域外",,,"平成19年第４四半期","",""
19035,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","東町","米子","30分?60分",3600000,"40000","","300",12000,"不整形","7.0","","","","","","","",,"都市計画区域外",,,"平成19年第３四半期","",""
19036,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","東町","米子","1H?1H30",2700000,"37000","","240",11000,"ほぼ長方形","12.0","","","","","","北東","町道",5.0,"都市計画区域外",,,"平成19年第２四半期","",""
19037,"林地","","31389","鳥取県","西伯郡南部町","東町","","",250000,"","","490",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19038,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","福里","米子","2H?",6600000,"88000","","250",27000,"ほぼ整形","11.0","","","","","","","",,"都市計画区域外",,,"平成20年第３四半期","",""
19039,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","福里","米子","1H30?2H",8500000,"66000","","430",20000,"長方形","15.0","","","","","","西","町道",6.0,"都市計画区域外",,,"平成20年第２四半期","",""
19040,"林地","","31389","鳥取県","西伯郡南部町","福成","","",89000,"","","105",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19041,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",2200,"","","1500",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19042,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",1200,"","","570",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19043,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",810,"","","700",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19044,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",62000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19045,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",160,"","","115",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19046,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",230,"","","195",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19047,"農地","","31389","鳥取県","西伯郡南部町","御内谷","","",16000,"","","2600",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19048,"農地","","31389","鳥取県","西伯郡南部町","三崎","","",3000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19049,"農地","","31389","鳥取県","西伯郡南部町","三崎","","",1500000,"","","3000",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
19050,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","諸木","米子","1H30?2H",3800000,"53000","","190",16000,"不整形","17.5","","","","","","東","県道",4.0,"都市計画区域外",,,"平成20年第１四半期","",""
19051,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","諸木","米子","1H30?2H",1900000,"53000","","120",16000,"不整形","3.0","","","","","","","",,"都市計画区域外",,,"平成19年第４四半期","",""
19052,"宅地(土地)","住宅地","31389","鳥取県","西伯郡南部町","諸木","米子","1H30?2H",5200000,"53000","","320",16000,"ほぼ台形","18.0","","","","","","","",,"都市計画区域外",,,"平成19年第４四半期","",""
19053,"農地","","31389","鳥取県","西伯郡南部町","諸木","","",3200000,"","","630",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19054,"農地","","31389","鳥取県","西伯郡南部町","諸木","","",2200000,"","","410",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19055,"農地","","31389","鳥取県","西伯郡南部町","諸木","","",2100000,"","","430",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19056,"農地","","31389","鳥取県","西伯郡南部町","諸木","","",1000000,"","","210",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19057,"農地","","31389","鳥取県","西伯郡南部町","諸木","","",1800000,"","","370",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
19058,"農地","","31390","鳥取県","西伯郡伯耆町","岩立","","",830000,"","","3800",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
19059,"農地","","31390","鳥取県","西伯郡伯耆町","岩立","","",830000,"","","3800",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
19060,"農地","","31390","鳥取県","西伯郡伯耆町","岩立","","",120000,"","","440",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
19061,"農地","","31390","鳥取県","西伯郡伯耆町","岩立","","",2000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
19062,"農地","","31390","鳥取県","西伯郡伯耆町","上野","","",1600000,"","","300",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
19063,"農地","","31390","鳥取県","西伯郡伯耆町","上野","","",2000000,"","","195",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
19064,"宅地(土地と建物)","住宅地","31390","鳥取県","西伯郡伯耆町","大内","伯耆溝口","1H30?2H",1100000,"","","2000㎡以上",,"ほぼ整形","50.0m以上","1200","昭和51年","ＲＣ","その他","","北東","県道",12.0,"都市計画区域外",,,"平成20年第２四半期","",""
19065,"林地","","31390","鳥取県","西伯郡伯耆町","大内","","",800000,"","","2000",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
19066,"宅地(土地)","住宅地","31390","鳥取県","西伯郡伯耆町","大江","伯耆溝口","13",2500000,"50000","","160",15000,"ほぼ整形","","","","","","","接面道路無","",,"都市計画区域外",,,"平成19年第２四半期","",""
19067,"農地","","31390","鳥取県","西伯郡伯耆町","大江","","",540000,"","","95",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
19068,"農地","","31390","鳥取県","西伯郡伯耆町","大江","","",510000,"","","90",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
19069,"農地","","31390","鳥取県","西伯郡伯耆町","大倉","","",1000000,"","","780",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
19070,"宅地(土地)","住宅地","31390","鳥取県","西伯郡伯耆町","大殿","岸本","15",1600000,"9500","","560",2900,"不整形","40.0","","","","","","南東","県道",20.0,"都市計画区域外",,,"平成20年第４四半期","",""
19071,"宅地(土地)","住宅地","31390","鳥取県","西伯郡伯耆町","大殿","岸本","26",6400000,"110000","","200",32000,"長方形","15.0","","","","","","","",,"都市計画区域外",,,"平成20年第４四半期","",""
